,Time_Zone ,Date,Username,all_tweets_clean_links
2938, Central Africa Standard Time	,2017-02-06,CDF Tanzania,@KoshumaMtengeti  The executive  Director  @cdftz introducing himself  during the launch of #GRRS #EndFGM @Naayosuwa  @UNFPATanzania   'name': 'cdf tanzania' 'id': '2787015761'} {'screen_name': 'naayosuwa'
2939, Central Africa Standard Time	,2017-02-06,CDF Tanzania,#GPRS will provide a summary  of case reports. @cdftz @FOR 'name': 'cdf tanzania' 'id': '2787015761'} {'screen_name': 'forwarduk'
2940, Central Africa Standard Time	,2017-02-06,CDF Tanzania,TZ Police Force is taking part on the Launch of #GRRS aiming to provide high quality services for GBV survivors  @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'unfpatanzania'
2941, Central Africa Standard Time	,2017-02-06,CDF Tanzania,@cdftz in collaboration with @UNFPATanzania and TZ Police Force is about to launch the Gender Response System #GRRS for GBV survivors.   'name': 'unfpa tanzania' 'id': '988178335'}]	[]	['
2942, Central Africa Standard Time	,2017-02-02,CDF Tanzania,Catch up on what Tanzania Ending Child Marriage Network - TECMN  is doing tirelessly to end child marriage in...  
2943, Central Africa Standard Time	,2017-02-02,CDF Tanzania,#Tanzania Police Force takes significant steps towards tackling the issue of #GBV inTanzania   The Gender...   'gbv']	[]	
2944, Central Africa Standard Time	,2017-02-02,CDF Tanzania,#Tanzania Police force take steps to tackle issue of #GBV acknowledgin efforts of @cdftz  @UNFPATanzania  Gender Response Reporting System.   'name': 'cdf tanzania' 'id': '2787015761'} {'screen_name': 'unfpatanzania'
2945, Central Africa Standard Time	,2017-02-02,CDF Tanzania,RT @MenEngageAfrica: First ladies vow to fight 'barbaric' #FGM in  'name': 'menengage africa' 'id': '1601392104'} {'screen_name': 'menengage'
2946, Central Africa Standard Time	,2017-02-01,CDF Tanzania,RT @TheAlima: Always excited and delighted to meet @Naayosuwa @FOR 'name': 'alimatu dimonekene' 'id': '1852353481'} {'screen_name': 'naayosuwa'
2947, Central Africa Standard Time	,2017-02-01,CDF Tanzania,RT @Naayosuwa: Congrats! Nice from Kenya a youth activist @BanFGM in Rome calls for a holistic approach to working with girls. Many thanx f…	en	[{'screen_name': 'naayosuwa' 'name': 'naana otoo-oyortey' 'id': '485591888'} {'screen_name': 'banfgm'
2948, Central Africa Standard Time	,2017-01-31,CDF Tanzania, 
2949, Central Africa Standard Time	,2017-01-30,CDF Tanzania,''Child marriage and the betrothal of girls and boys is prohibited and the Government shall ensure that necessary...  
2950, Central Africa Standard Time	,2017-01-28,CDF Tanzania,On 20th January 2016  Children's Dignity Forum - CDF and partners celebrated the ending of two year project...  
2951, Central Africa Standard Time	,2017-01-27,CDF Tanzania,RT @MsichanaUwezo: Happening now Tanzania Ending Child Marriage Network meeting @cdftz office!  
2952, Central Africa Standard Time	,2017-01-26,CDF Tanzania,Today Children's Dignity Forum - CDF in collaboration  with Unfpa Tanzania handed over equipment worth Tshs. 73...  
2953, Central Africa Standard Time	,2017-01-18,CDF Tanzania,RT @GIendcorpun: New global report shows progress to #endcorporalpunishment to Dec 2016: 51 prohibiting states 55 more committed  
2954, Central Africa Standard Time	,2017-01-18,CDF Tanzania,Tanzania Ending Child Marriage Network (TECMN)  Strategic Planning meeting  On 17th January 2017  TECMN  members...  
2955, Central Africa Standard Time	,2017-01-16,CDF Tanzania,RT @Martinez_Elin: .@UNESCO latest global report on school violence and abuse finds 34% of children aged 11-13 have been bullied.   'name': 'elin martinez' 'id': '558055957'} {'screen_name': 'unesco'
2956, Central Africa Standard Time	,2017-01-16,CDF Tanzania,In the News!!! Dailynews Kurya clan leaders have assured the Ministry of Health Community Development Gender...  
2957, Central Africa Standard Time	,2017-01-16,CDF Tanzania,"""Breaking the silence the sacred roles young girls are subjected to """"FGM"""" &amp; child marriage among the Kurya's #TimizaHakiYako stories.  "
2958, Central Africa Standard Time	,2017-01-16,CDF Tanzania,RT @StopFGMKenya: FGM is a violation of the rights of women and girls. Together we can #EndFGM in a generation.	en	[{'screen_name': 'stopfgmkenya' 'name': 'stop fgm' 'id': '2336425926'}]	[]	[]	0	9	0	['endfgm']	[]	
2959, Central Africa Standard Time	,2017-01-16,CDF Tanzania,RT @Martinez_Elin: Thanks @CapeTalk for higlighting exclusion faced by children w/ disabilities in #SouthAfrica - action is needed   'name': 'elin martinez' 'id': '558055957'} {'screen_name': 'capetalk'
2960, Central Africa Standard Time	,2017-01-16,CDF Tanzania,"""Breaking the silence of the sacred roles young girls are subjected to by undergoing """"FGM"""" and early forced...  "
2961, Central Africa Standard Time	,2017-01-13,CDF Tanzania, 
2962, Central Africa Standard Time	,2017-01-13,CDF Tanzania,#TimizaHakiYako stories series Female Genital Mutilation is a violation of #GirlsRights @cdftz  @FOR 'name': 'cdf tanzania' 'id': '2787015761'} {'screen_name': 'forwarduk'
2963, Central Africa Standard Time	,2017-01-13,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'forward_youth'
2964, Central Africa Standard Time	,2017-01-13,CDF Tanzania,#TimizaHakiYako stories series Female Genital Mutilation is a violation of #GirlsRights support #TimizaHakiYako...   'girlsrights' 'timizahakiyako']	[]	
2965, Central Africa Standard Time	,2017-01-13,CDF Tanzania,Female Genital Mutilation is a violation of a girls rights support  #TimizaHakiYako stories from young Girls in...  
2966, Central Africa Standard Time	,2017-01-11,CDF Tanzania,
2967, Central Africa Standard Time	,2017-01-10,CDF Tanzania,Meet the Most Courageous Girls in the  a...  
2968, Central Africa Standard Time	,2017-01-10,CDF Tanzania,Meet the Most Courageous Girls in the  a...  
2969, Central Africa Standard Time	,2017-01-10,CDF Tanzania,RT @GdnEndFGM: This crowdfunded documentary will follow anti-FGM campaigner Rhobi Samwelly &amp; the safe house she founded in Tazania  
2970, Central Africa Standard Time	,2017-01-10,CDF Tanzania,RT @GirlsNotBrides: January marks the birthday of India’s first female teacher who campaigned to #endchildmarriage throughout her life  http…	en	[{'screen_name': 'girlsnotbrides' 'name': 'girls not brides' 'id': '360046324'}]	[]	[]	0	58	0	['endchildmarriage']	[]	
2971, Central Africa Standard Time	,2017-01-10,CDF Tanzania,RT @FOR 'name': 'forward_youth' 'id': '430622343'}]	[]	[]	0	14	0	[]	[]	
2972, Central Africa Standard Time	,2017-01-10,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'thegirlgen'
2973, Central Africa Standard Time	,2017-01-09,CDF Tanzania,Katibu mkuu  Maendeleo ya Jamii  Wazee na Watoto ( Idara Kuu ya Maendeleo yaJamii)Bi. Sihaba...  
2974, Central Africa Standard Time	,2017-01-08,CDF Tanzania,Child marriage often marks the beginning of a cycle of abuse and discrimination throughout girls’ lives. Girls...  
2975, Central Africa Standard Time	,2017-01-07,CDF Tanzania,Read all about it Feature !!! Daily News - Tanzania Girls fighting child marriage and female genital mutilation...  
2976, Central Africa Standard Time	,2017-01-07,CDF Tanzania,RT @TheGirlGen: Together to #EndFGM.   'name': 'the girl generation' 'id': '2836912087'}]	['
2977, Central Africa Standard Time	,2017-01-07,CDF Tanzania,RT @KoshumaMtengeti: Much appreciation for the continuous and sustainable  support from the government through the MHCDGEC and the Police h…	en	[{'screen_name': 'koshumamtengeti' 'name': 'koshuma mtengeti' 'id': '605489395'}]	[]	[]	0	5	0	[]	[]	
2978, Central Africa Standard Time	,2017-01-07,CDF Tanzania,RT @PetriderPaul: #EndFGM #Tanzania Government Takes Action! Supports a Safe house #MasangaCenter w/c shelters hundreds of girls at risk/wh…	en	[{'screen_name': 'petriderpaul' 'name': 'petrider paul' 'id': '165170209'}]	[]	[]	0	7	0	['endfgm' 'tanzania'
2979, Central Africa Standard Time	,2017-01-07,CDF Tanzania,RT @TheGirlGen: The #EndFGM movement is growing and growing   'name': 'the girl generation' 'id': '2836912087'}]	['
2980, Central Africa Standard Time	,2017-01-07,CDF Tanzania,RT @TonyMwebia: .@UMwalimu Pass my new year message to team #EndFGM in #Tanzania   'name': '#menendfgm' 'id': '1269011599'} {'screen_name': 'umwalimu'
2981, Central Africa Standard Time	,2017-01-07,CDF Tanzania,800+ girls subjected to #FGM last month in #Tanzania But in Tarime girls hide from  parents refusing to undergo FGM. 
2982, Central Africa Standard Time	,2017-01-07,CDF Tanzania,More than 800 girls were subjected to Female Genital Mutilation (FGM) last month in Tanzania despite a government...  
2983, Central Africa Standard Time	,2017-01-07,CDF Tanzania,Fleeing FGM in Tanzania   'name': 'bbc news (uk)' 'id': '612473'}]	['http://bbc.in/2iM8ZDT']	[]	0	4	6	[]	[]	
2984, Central Africa Standard Time	,2017-01-05,CDF Tanzania,“FGM should become a history in Tanzania. 
2985, Central Africa Standard Time	,2017-01-05,CDF Tanzania,Traditional excisors ''Ngariba'' taking an oath to stop FGM in Mara during the PS #MoHCDEC visit to CDF supported programs.@UMwalimu #EndFGM   'name': 'umwalimu' 'id': '1286963328439463937'}]	[]	['
2986, Central Africa Standard Time	,2017-01-05,CDF Tanzania,PS #MoHCDEC @Sihaba Nkinga urged girls who have been trained on the effects of FGM- Tarime to be good ambassadors.@UMwalimu @Naayosuwa   'name': 'susan bugden' 'id': '66981316'} {'screen_name': 'umwalimu'
2987, Central Africa Standard Time	,2017-01-05,CDF Tanzania,''The government will continue to support various efforts done by CDF in curbing FGM in Mara region.'' PS #MoHCDEC @Sihaba Nkinga   'name': 'susan bugden' 'id': '66981316'}]	[]	['
2988, Central Africa Standard Time	,2017-01-05,CDF Tanzania,Permanent Secretary from the #MoHCDEC Mrs Sihaba Nkinga  has urged girls who have been trained on the effects of...  
2989, Central Africa Standard Time	,2017-01-04,CDF Tanzania,"""""""policetraditional leaders gvt &amp; religious leaders to curb FGM in Mara region"""".  "
2990, Central Africa Standard Time	,2017-01-04,CDF Tanzania,The PS from MHCDC has officially visited @cdftz  supported programs in Mara region today.#EndFGM   'name': 'cdf tanzania' 'id': '2787015761'}]	[]	['
2991, Central Africa Standard Time	,2016-12-25,CDF Tanzania,RT @cdftz: Congrats @ArliyaGirl UK ambassador to #EndFGM @ENDFGM_Network a European Umbrella network of 16 org workin to   end FGM at a EU…	en	[{'screen_name': 'cdftz' 'name': 'cdf tanzania' 'id': '2787015761'}]	[]	[]	0	18	0	[]	[]	
2992, Central Africa Standard Time	,2016-12-24,CDF Tanzania,Congrats @ArliyaGirl UK ambassador to #EndFGM @ENDFGM_Network a European Umbrella network of 16 org workin to   end FGM at a EU level.   'name': 'end fgm european network' 'id': '418833276'}]	[]	['
2993, Central Africa Standard Time	,2016-12-23,CDF Tanzania,RT @EUinTZ: Happy to bring you our latest EU Tanzania News Flash   these last few mon…	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania' 'id': '2375083760'}]	['
2994, Central Africa Standard Time	,2016-12-23,CDF Tanzania,RT @SemaTanzania: #Malezi makini ni sehemu ya ulinzi wa mtoto? Tizama hawa watoto wanavyodadavua mada ya ulinzi kwa kuelezea vitendo visivy…	in	[{'screen_name': 'sematanzania' 'name': 'sema tanzania' 'id': '238877958'}]	[]	[]	0	15	0	['malezi']	[]	
2995, Central Africa Standard Time	,2016-12-23,CDF Tanzania,🎄🎄 Happy Holidays 🎄 to all our Friends &amp; Stakeholders  @cdftz staff is thankful to all the support you've shown us in 2016  #EndFGM  
2996, Central Africa Standard Time	,2016-12-22,CDF Tanzania,🎄🎄🎄🎄Happy Holidays !!! :) Children's Dignity Forum - CDF #Tanzania  Staff wishes all our friends &amp; stakeholders a...  
2997, Central Africa Standard Time	,2016-12-21,CDF Tanzania,Check out the Eight Ng'aribas arrested over FGM Practice in Tanzania !    “Already eight female circumcisers...  
2998, Central Africa Standard Time	,2016-12-21,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'menspeakoutfgm'
2999, Central Africa Standard Time	,2016-12-21,CDF Tanzania,RT @SemaTanzania: Juma lilopita tulijiunga na wenzetu @JamiiForums @ChangeTanzania na #TOTs kwenye harakati za #freemaxencemelo. Viporo vya…	in	[{'screen_name': 'sematanzania' 'name': 'sema tanzania' 'id': '238877958'} {'screen_name': 'jamiiforums'
3000, Central Africa Standard Time	,2016-12-21,CDF Tanzania,RT @KoshumaMtengeti:  'name': 'koshuma mtengeti' 'id': '605489395'}]	[]	[]	0	5	0	[]	[]	
3001, Central Africa Standard Time	,2016-12-21,CDF Tanzania,Can digital movement end Global poverty?? ''
3002, Central Africa Standard Time	,2016-12-16,CDF Tanzania,RT @KoshumaMtengeti: Great Presentation @cdftz Dr. Helen Bisimba @humanrightstz &amp; Ms. Forrtunata Temu on organization sustainability &amp; effe…	en	[{'screen_name': 'koshumamtengeti' 'name': 'koshuma mtengeti' 'id': '605489395'} {'screen_name': 'cdftz'
3003, Central Africa Standard Time	,2016-12-16,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'cdftz'
3004, Central Africa Standard Time	,2016-12-16,CDF Tanzania,RT @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'cdftz'
3005, Central Africa Standard Time	,2016-12-15,CDF Tanzania,Meet and Greet!!!! :) Children's Dignity Forum Tanzania Staff Meet the Board of Directors of CDF during the staff...  
3006, Central Africa Standard Time	,2016-12-15,CDF Tanzania,How does the Children's Dignity Forum Tanzania 
3007, Central Africa Standard Time	,2016-12-15,CDF Tanzania,Tanzania for the first time in history launched a National Plan of Action to end violence against women and...  
3008, Central Africa Standard Time	,2016-12-14,CDF Tanzania, 
3009, Central Africa Standard Time	,2016-12-14,CDF Tanzania,“Our aim is to equip them with skills which can lead them to be self-reliant in life and we have just started...  
3010, Central Africa Standard Time	,2016-12-13,CDF Tanzania,"""RT @UN 'name': 'un women with youth' 'id': '706608206194327552'} {'screen_name': 'sonamakapoor'"
3011, Central Africa Standard Time	,2016-12-13,CDF Tanzania,RT @wto: #TimorLeste has become a @wto observer. Minister Estanislau Aleixo da Silva shares how trade can help development.   'name': 'wto' 'id': '169963553'} {'screen_name': 'wto'
3012, Central Africa Standard Time	,2016-12-13,CDF Tanzania,RT @EndCEFM: @cdftz #Tanzania #EndChild Marriage Network Highlights @Lennyster CDF staff presents to other CDF staff meeting in Tanga!  http…	en	[{'screen_name': 'endcefm' 'name': 'tecmn tanzania' 'id': '765473931558064129'} {'screen_name': 'cdftz'
3013, Central Africa Standard Time	,2016-12-13,CDF Tanzania,RT @nyiizi: Launching National Plan of Action on VA Dar es Salaam Tanzania by the Vice-president.  
3014, Central Africa Standard Time	,2016-12-13,CDF Tanzania,RT @HoyceTemu: Uzinduzi wa Mpango Kazi wa Taifa wa kutokomeza ukatili dhidi ya  'name': 'hoyce temu' 'id': '1682603220'}]	[]	['
3015, Central Africa Standard Time	,2016-12-13,CDF Tanzania,Leo Katika Ukumbi wa Julius Nyerere Convention Center . Mhe Samia Suluhu atazindua mpango kazi wa taifa wa...  
3016, Central Africa Standard Time	,2016-12-13,CDF Tanzania, 
3017, Central Africa Standard Time	,2016-12-11,CDF Tanzania,Eighteen year-old Mariam Chacha is a very worried young girl now that the season for female genital mutilation...  
3018, Central Africa Standard Time	,2016-12-10,CDF Tanzania, 
3019, Central Africa Standard Time	,2016-12-10,CDF Tanzania,Today on 10th December every year marks the International Human Rights Day 
3020, Central Africa Standard Time	,2016-12-10,CDF Tanzania,Today on 10th December every year marks the International Human Rights Day 
3021, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @SemaTanzania: Mchangiaji @KoshumaMtengeti toka @cdftz akitukumbusha matumizi ya mitandaoni ya kijamii na vyombo vya habari dhidi ya #Nd…	in	[{'screen_name': 'sematanzania' 'name': 'sema tanzania' 'id': '238877958'} {'screen_name': 'koshumamtengeti'
3022, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @MenEngageAfrica: Championing #girl rights is a smart thing to do do. #GenderEquality matters! @MenEngageUganda @cdftz @kemea10 @MenEnga…	en	[{'screen_name': 'menengageafrica' 'name': 'menengage africa' 'id': '1601392104'} {'screen_name': 'menengageuganda'
3023, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @SemaTanzania: Launch of the #HakiYaBinti project at Umoja House Dar. cc @cdftz @UNFPATanzania @MsichanaUwezo   'name': 'sema tanzania' 'id': '238877958'} {'screen_name': 'cdftz'
3024, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @Naayosuwa: launch of Haki Yabinti project @FOR 'name': 'naana otoo-oyortey' 'id': '485591888'} {'screen_name': 'forwarduk'
3025, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @Naayosuwa: Hon.Ummy Mwalimu Minister at launch of Haki Yabinti Tz @cdftz @FOR 'name': 'naana otoo-oyortey' 'id': '485591888'} {'screen_name': 'cdftz'
3026, Central Africa Standard Time	,2016-12-10,CDF Tanzania,RT @FOR 'name': 'forward_youth' 'id': '430622343'} {'screen_name': 'empowering4'
3027, Central Africa Standard Time	,2016-12-09,CDF Tanzania,RT @ENDFGM_Network: Throughout the #16DaysOfActivism we'll be highlighting our 16 amazing members! Stay tuned&amp;follow to see their great wor…	en	[{'screen_name': 'endfgm_network' 'name': 'end fgm european network' 'id': '418833276'}]	[]	[]	0	36	0	['16daysofactivism']	[]	
3028, Central Africa Standard Time	,2016-12-08,CDF Tanzania,RT @MenEngageAfrica: Commit to ending #FGM on # 'name': 'menengage africa' 'id': '1601392104'} {'screen_name': 'cdftz'
3029, Central Africa Standard Time	,2016-12-07,CDF Tanzania,RT @EUinTZ: #EU4HumanRights #NL16Days @europeaid @eu_echo @UNICEFTanzania @Plan_tanzania @cdftz @IOMTanzania @ 'name': 'eu in tanzania' 'id': '2375083760'} {'screen_name': 'europeaid'
3030, Central Africa Standard Time	,2016-12-05,CDF Tanzania,Tz and Kenya Police vowed to end FGM in Tarime-Mara region.  On November 22 CDF and other partners including...  
3031, Central Africa Standard Time	,2016-12-05,CDF Tanzania,@kizmakoye	und	[]	[]	[]	0	1	1	[]	[]	
3032, Central Africa Standard Time	,2016-12-05,CDF Tanzania,‘Alichokisema Mkuu  'np']	[]	
3033, Central Africa Standard Time	,2016-11-30,CDF Tanzania,RT @CanadaTanzania: Canada through @UNICEF  and partners is helping women and men address their reproductive health needs in remote parts o…	en	[{'screen_name': 'canadatanzania' 'name': 'high comm. of canada' 'id': '1490553384'} {'screen_name': 'unicef'
3034, Central Africa Standard Time	,2016-11-30,CDF Tanzania,Lets #EndChildMarriage Together Take Action!  
3035, Central Africa Standard Time	,2016-11-30,CDF Tanzania,A New Initiative Assures the Safety of Girls and Young ...  
3036, Central Africa Standard Time	,2016-11-28,CDF Tanzania,Mangariba Kukiona Tarime...   Mkuu wa 
3037, Central Africa Standard Time	,2016-11-28,CDF Tanzania,Mradi mpya kuwalinda zaidi ya wasichana 2600 dhidi ya Ukeketaji na Mimba za Utotoni-Tarime.  Mradi mpya...  
3038, Central Africa Standard Time	,2016-11-26,CDF Tanzania,Utafiti wa Awali: Kuinua Haki za   Tarime - Mkoani Mara...  
3039, Central Africa Standard Time	,2016-11-26,CDF Tanzania,Experts call for more effort in fight against FMG &amp; Child Marriage in Mara Region.  Children's Dignity Forum -...  
3040, Central Africa Standard Time	,2016-11-26,CDF Tanzania,Strategic meeting with various professionals on their roles towards #endingFGM &amp; #childmarriage in Tz @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'koshumamtengeti'
3041, Central Africa Standard Time	,2016-11-26,CDF Tanzania,''In Tarime District some clans carry out FGM rituals btn October-December'' OCD-Tarime.@KoshumaMtengeti @FORWARDUK @Naayosuwa #endFGM  
3042, Central Africa Standard Time	,2016-11-26,CDF Tanzania,''Maandamano haya yalilenga kufikisha ujumbe mzito dhidi ya vitendo vya ukeketaji na ndoa za utotoni Tarime''.@KoshumaMtengeti #endFGM   'name': 'koshuma mtengeti' 'id': '605489395'}]	[]	['
3043, Central Africa Standard Time	,2016-11-26,CDF Tanzania,“Polisi chukueni hatua sio maneno matupu. Tukifunga ngariba 10-15 ukeketaji utaisha” @TarimeDC @Plan_tanzania @KoshumaMtengeti  
3044, Central Africa Standard Time	,2016-11-24,CDF Tanzania,Our work on NE
3045, Central Africa Standard Time	,2016-11-24,CDF Tanzania,@MenEngageAfrica @EUinTZ @FOR 'name': 'eu in tanzania' 'id': '2375083760'} {'screen_name': 'forwarduk'
3046, Central Africa Standard Time	,2016-11-24,CDF Tanzania,RT @Naayosuwa: Children watching theTrue Story of Ghati &amp;Rhobi film in Tarime @cdftanzania at start of 16 days activism to say no to #endfg…	en	[{'screen_name': 'naayosuwa' 'name': 'naana otoo-oyortey' 'id': '485591888'}]	[]	[]	0	10	0	[]	[]	
3047, Central Africa Standard Time	,2016-11-23,CDF Tanzania,RT @ActionAidUK: Maria shares her story of why she stopped practising FGM after so many years as a cutter in Kenya:   'name': 'actionaid uk' 'id': '14382779'}]	['http://po.st/2jhidg']	[]	0	12	0	[]	[]	
3048, Central Africa Standard Time	,2016-11-23,CDF Tanzania,RT @millardayo: Imetajwa Mikoa Mitano inayoongoza kwa Ndoa za utotoni Tanzania -   'name': 'millardayo' 'id': '132880407'}]	['http://millardayo.com/948uy6j0o/']	['
3049, Central Africa Standard Time	,2016-11-23,CDF Tanzania,16 Days of Activism against GBV has been commemorated by CDF-Tarime @FOR 'name': 'forward uk' 'id': '466647531'} {'screen_name': 'koshumamtengeti'
3050, Central Africa Standard Time	,2016-11-23,CDF Tanzania,16 Days of Activism against Gender-Based Violence has been commemorated yesterday by CDF.  
3051, Central Africa Standard Time	,2016-11-22,CDF Tanzania,RT @YouthForChange: Help make our website better for young people! Complete focus group survey and you could win a £10 Amazon vouchers  http…	en	[{'screen_name': 'youthforchange' 'name': 'youthforchangeuk' 'id': '2571160626'}]	[]	[]	0	5	0	[]	[]	
3052, Central Africa Standard Time	,2016-11-22,CDF Tanzania,RT @TonyMwebia: .@MagufuliJP  #Tanzania mna mpango gani #EndFGM @PlanTanzania @cdftz @UNICEFTanzania  
3053, Central Africa Standard Time	,2016-11-22,CDF Tanzania,RT @TonyMwebia: .@MagufuliJP Naskia hapo Tanzania Kazi tu! Ila sijaskia lolote kuhusu ukeketaji wa wasichana #EndFGM @cdftz @PlanTanzania @…	in	[{'screen_name': 'tonymwebia' 'name': '#menendfgm' 'id': '1269011599'} {'screen_name': 'magufulijp'
3054, Central Africa Standard Time	,2016-11-22,CDF Tanzania,RT @TonyMwebia: .@MagufuliJP Serikali yako ina mpango gani kuhusu ukeketaji wa wasichana #Tanzania @UNICEFTanzania @cdftz @Plan_tanzania	in	[{'screen_name': 'tonymwebia' 'name': '#menendfgm' 'id': '1269011599'} {'screen_name': 'magufulijp'
3055, Central Africa Standard Time	,2016-11-20,CDF Tanzania,"""RT @Martinez_Elin: Read re-read take action: """"Children are only children once we cannot leave them stranded without an education."""" via @…""	en	[{'screen_name': 'martinez_elin'"
3056, Central Africa Standard Time	,2016-11-15,CDF Tanzania,RT @PetriderPaul: @FOR  Safeguarding #GirlsRights @UNFPATanzania  @Empower_Wom…	en	[{'screen_name': 'petriderpaul' 'name': 'petrider paul' 'id': '165170209'}
3057, Central Africa Standard Time	,2016-11-10,CDF Tanzania,RT @dorothea_ernest: Planning session with @GirlsNotBrides partners in Amsterdam to #endchildmarriage representing @EndCEFM and @cdftz  http…	en	[{'screen_name': 'dorothea_ernest' 'name': 'dorothy' 'id': '3417862149'} {'screen_name': 'girlsnotbrides'
3058, Central Africa Standard Time	,2016-11-09,CDF Tanzania,RT @nankunda2005: Every Girl needs to be protected and supported.  'name': '#girlstakeover' 'id': '2478170546'} {'screen_name': 'gnbuganda'
3059, Central Africa Standard Time	,2016-11-09,CDF Tanzania,@GirlsNotBrides @NaemySillayo @dorothea_ernest @EndCEFM @AimeeLly	und	[{'screen_name': 'dorothea_ernest' 'name': 'dorothy' 'id': '3417862149'} {'screen_name': 'endcefm'
3060, Central Africa Standard Time	,2016-11-09,CDF Tanzania,participants ant the @GirlsNotBrides National Partnership convening in session. Lets end #childmarriage   'name': 'girls not brides' 'id': '360046324'}]	[]	['
3061, Central Africa Standard Time	,2016-11-09,CDF Tanzania,@GirlsNotBrides  @dorothea_ernest @AimeeLly @EndCEFM t @NaemySillayo	und	[{'screen_name': 'aimeelly' 'name': 'amina alliy mtengeti' 'id': '866133246'} {'screen_name': 'endcefm'
3062, Central Africa Standard Time	,2016-11-09,CDF Tanzania,Happening now how to prepare communication strategy by Fiona @GirlsNotBrides  National Partnership convening   'name': 'girls not brides' 'id': '360046324'}]	[]	['
3063, Central Africa Standard Time	,2016-10-28,CDF Tanzania,RT @PetriderPaul: @FOR 'name': 'petrider paul' 'id': '165170209'} {'screen_name': 'forwarduk'
3064, Central Africa Standard Time	,2016-10-28,CDF Tanzania,RT @UNFPA: #DYK: The largest global fund dedicated to #familyplanning is facing a funding gap of nearly $1 billion?   'name': 'unfpa' 'id': '194643654'}]	['http://unfpa.org/fpcrisis']	[]	0	44	0	['dyk' 'familyplanning']	[]	
3065, Central Africa Standard Time	,2016-10-26,CDF Tanzania,RT @scitanzania: @SC_Campaigns @PAN_Network @cdftz @UNICEFTanzania @Youth4ChangeTz @GPtoEndViolence @EUSaveTC #EndViolenceAgainstChildren h…	und	[{'screen_name': 'scitanzania' 'name': 'save the children tz' 'id': '2841770914'}]	[]	[]	0	2	0	[]	[]	
3066, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @falex3232: @EUinTZ @SemaTanzania @PetriderPaul @europeaid @Aristarick1404 @MariaSTsehai @cdftz @UnitedNationsTZ @CarolNdosi All the Bes…	en	[{'screen_name': 'falex3232' 'name': 'fabian alex' 'id': '1595460518'} {'screen_name': 'euintz'
3067, Central Africa Standard Time	,2016-10-13,CDF Tanzania,"""RT @europeaid: """"Bedankt"""" for the empowerment - you can never have enough! - Rixt #GirlsVoices   'name': '@europeaid' 'id': '1350078021663862784'}]	['"
3068, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @EUinTZ: Ujumbe wa @PetriderPaul kwa viongozi wa Umoja wa Ulaya #GirlsVoices #GirlsTakeover   'name': 'eu in tanzania' 'id': '2375083760'} {'screen_name': 'petriderpaul'
3069, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @europeaid: My message to #EU 🇪🇺 leaders: Invest more and better in ending #Gender based violence! ~ Petrider #GirlsVoices   'name': '@europeaid' 'id': '1350078021663862784'}]	[]	[]	0	7	0	['eu' 'gender'
3070, Central Africa Standard Time	,2016-10-13,CDF Tanzania,@Europeaid To @Petriderpaul  'name': 'petrider paul' 'id': '165170209'}]	[]	[]	0	2	4	['girlsvoices' 'girlstakeover']	[]	
3071, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @EUSaveTC: Reminder tomorrow: Brusssels launch of UN General Comment on Investment in Children.   'name': 'save the children eu' 'id': '724503387241349120'} {'screen_name': 'planeu'
3072, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @europeaid: The GIRLS are coming! From noon to 4pm CET 4 girls from 🇧🇩  🇳🇱  🇹🇿  🇧🇷  will take over our accounts. Join conversation with…	en	[{'screen_name': 'europeaid' 'name': '@europeaid' 'id': '1350078021663862784'}]	[]	[]	0	29	0	[]	[]	
3073, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @PlanEU: #GirlsVoices Takeover starting in 15 minutes! @Youth4ChangeTz @YouthForChange @planyouthboard are you ready to engage w/ the gi…	en	[{'screen_name': 'planeu' 'name': 'plan international eu' 'id': '190620798'} {'screen_name': 'youth4changetz'
3074, Central Africa Standard Time	,2016-10-13,CDF Tanzania,RT @EUinTZ: Saying NO to #ChildMarriage =Saying YES to a healthier wealthier happier society. Listen to #GirlsVoices takeover @europeaid…	en	[{'screen_name': 'euintz' 'name': 'eu in tanzania'
